npanxx	state	rate_center	ocn	line_class
201895	NJ	OAKLAND	6623	W
201896	NJ	RUTHERFORD	9206	L
201897	NJ	OAKLAND	4804	V
201898	NJ	JERSEYCITY	5562	W
201899	NJ	CLOSTER	6623	W
201900	NJ	XXXXXXXXXX	9206	L
201901	NJ	JERSEYCITY	124L	L
201902	NJ	UNION CITY	9206	L
201903	NJ	WYCKOFF	637C	V
201904	NJ	WYCKOFF	6623	W
201905	NJ	CLOSTER	4804	V
201906	NJ	HACKENSACK	6391	W
201907	NJ	TEANECK	9206	L
201908	NJ	CLOSTER	637C	V
201909	NJ	HACKENSACK	9206	L
201910	NJ	MORRISTOWN	4036	W
201911	NJ	XXXXXXXXXX	MULT	L
201912	NJ	JERSEYCITY	4036	W
201913	NJ	HACKENSACK	4036	W
201914	NJ	HACKENSACK	4036	W
201915	NJ	JERSEYCITY	9206	L
201916	NJ	HACKENSACK	4036	W
201917	NJ	CLIFFSIDE	829J	L
201918	NJ	JERSEYCITY	4036	W
201919	NJ	MORRISTOWN	6391	W
201920	NJ	JERSEYCITY	6623	W
201921	NJ	HACKENSACK	5562	W
201922	NJ	CRAGMERE	624H	V
201923	NJ	HACKENSACK	5562	W
201924	NJ	MORRISTOWN	4036	W
201925	NJ	RIDGEWOOD	6623	W
201926	NJ	HACKENSACK	5562	W
201927	NJ	HACKENSACK	6623	W
201928	NJ	TEANECK	9206	L
201929	NJ	NEWARK	6871	L
201930	NJ	PARK RIDGE	9206	L
201931	NJ	HACKENSACK	9206	L
201932	NJ	BAYONNE	6623	W
201933	NJ	RUTHERFORD	9206	L
201934	NJ	RAMSEY	9206	L
201935	NJ	RUTHERFORD	9206	L
201936	NJ	JERSEYCITY	6623	W
201937	NJ	HACKENSACK	6391	W
201938	NJ	JERSEYCITY	9206	L
201939	NJ	RUTHERFORD	9206	L
201940	NJ	ORADELL	4804	V
201941	NJ	CLIFFSIDE	9206	L
201942	NJ	JERSEYCITY	7229	L
201943	NJ	CLIFFSIDE	9206	L
201944	NJ	LEONIA	9206	L
201945	NJ	CLIFFSIDE	9206	L
201946	NJ	JERSEYCITY	9206	L
201947	NJ	LEONIA	9206	L
201948	NJ	KEARNY	5562	W
201949	NJ	PARK RIDGE	7421	L
201950	NJ			L
201951	NJ	HACKENSACK	6623	W
201952	NJ	HASBROKHTS	6623	W
201953	NJ	CALDWELL	6391	W
201954	NJ	CALDWELL	6623	W
201955	NJ	KEARNY	9206	L
201956	NJ	FAIR LAWN	829J	L
201957	NJ	HACKENSACK	118F	V
201958	NJ			L
201959	NJ			L
201960	NJ	HACKENSACK	4036	W
201961	NJ	RAMSEY	7229	L
201962	NJ	RAMSEY	4948	L
201963	NJ	JERSEYCITY	9206	L
201964	NJ	RUTHERFORD	9206	L
201965	NJ	HACKENSACK	4036	W
201966	NJ	HACKENSACK	5562	W
201967	NJ	ORADELL	9206	L
201968	NJ	HACKENSACK	9206	L
201969	NJ	CLIFFSIDE	9206	L
201970	NJ	HACKENSACK	4036	W
201971	NJ	HACKENSACK	637C	V
201972	NJ	RIDGEWOOD	3639	L
201973	NJ	HACKENSACK	4036	W
201974	NJ	UNION CITY	9206	L
201975	NJ	ORADELL	7142	V
201976	NJ	XXXXXXXXXX	MULT	L
201977	NJ	ORADELL	4804	V
201978	NJ	JERSEYCITY	6391	W
201979	NJ	DUMONT	637C	V
201980	NJ	RUTHERFORD	9748	L
201981	NJ	HACKENSACK	4036	W
201982	NJ	HACKENSACK	6623	W
201983	NJ	HACKENSACK	6391	W
201984	NJ	JERSEYCITY	318J	V
201985	NJ	JERSEYCITY	9206	L
201986	NJ	ORADELL	9206	L
201987	NJ	ORADELL	7421	L
201988	NJ	JERSEYCITY	6391	W
201989	NJ	WYCKOFF	6623	W
201990	NJ	XXXXXXXXXX	9206	L
201991	NJ	KEARNY	9206	L
201992	NJ	TEANECK	829J	L
201993	NJ	JERSEYCITY	6623	W
201994	NJ	HACKENSACK	9206	L
201995	NJ	RAMSEY	9206	L
201996	NJ	HACKENSACK	9206	L
201997	NJ	KEARNY	9206	L
201998	NJ	KEARNY	9206	L
201999	NJ	XXXXXXXXXX	9206	L
202200	DC	WSHNGTNZN1	5562	W
202201	DC	WSHNGTNZN1	9211	L
202202	DC	WSHNGTNZN1	624H	V
202203	DC	WSHNGTNZN1	9211	L
202204	DC	WSHNGTNZN1	7229	L
202205	DC	WSHNGTNZN1	9211	L
202206	DC	WSHNGTNZN1	6630	L
202207	DC	WSHNGTNZN1	7229	L
202208	DC	WSHNGTNZN1	9211	L
202209	DC	WSHNGTNZN1	6855	W
202210	DC	WSHNGTNZN1	6855	W
202211	DC	XXXXXXXXXX	MULT	L
202212	DC	WSHNGTNZN1	9211	L
202213	DC	WSHNGTNZN1	4036	W
202214	DC	WSHNGTNZN1	6630	L
202215	DC	WSHNGTNZN1	4036	W
202216	DC	WSHNGTNZN1	9211	L
202217	DC	WSHNGTNZN1	850D	V
202218	DC	WSHNGTNZN1	9211	L
202219	DC	WSHNGTNZN1	9211	L
202220	DC	WSHNGTNZN1	9211	L
202221	DC	WSHNGTNZN1	850D	V
202222	DC	WSHNGTNZN1	9211	L
202223	DC	WSHNGTNZN1	9211	L
202224	DC	WSHNGTNZN1	9211	L
202225	DC	WSHNGTNZN1	9211	L
202226	DC	WSHNGTNZN1	9211	L
202227	DC	WSHNGTNZN1	4036	W
202228	DC	WSHNGTNZN1	9211	L
202229	DC	WSHNGTNZN1	9211	L
202230	DC	WSHNGTNZN1	4036	W
202231	DC	WSHNGTNZN1	9211	L
202232	DC	WSHNGTNZN1	9211	L
202233	DC	WSHNGTNZN1	9211	L
202234	DC	WSHNGTNZN1	9211	L
202235	DC	WSHNGTNZN1	074F	V
202236	DC	WSHNGTNZN1	6402	W
202237	DC	WSHNGTNZN1	9211	L
202238	DC	WSHNGTNZN1	9211	L
202239	DC	WSHNGTNZN1	6855	W
202240	DC	WSHNGTNZN1	7229	L
202241	DC	WSHNGTNZN1	280E	V
202242	DC	WSHNGTNZN1	6117	V
202243	DC	WSHNGTNZN1	9211	L
202244	DC	WSHNGTNZN1	9211	L
202245	DC	WSHNGTNZN1	9211	L
202246	DC	WSHNGTNZN1	5562	W
202247	DC	WSHNGTNZN1	829J	L
202248	DC	WSHNGTNZN1	8831	L
202249	DC	WSHNGTNZN1	8831	L
202250	DC	WSHNGTNZN1	8831	L
202251	DC	WSHNGTNZN1	4036	W
202252	DC	WSHNGTNZN1	9211	L
202253	DC	WSHNGTNZN1	6402	W
202254	DC	WSHNGTNZN1	9211	L
202255	DC	WSHNGTNZN1	4036	W
202256	DC	WSHNGTNZN1	4036	W
202257	DC	WSHNGTNZN1	4036	W
202258	DC	WSHNGTNZN1	4036	W
202259	DC	WSHNGTNZN1	6630	L
202260	DC	WSHNGTNZN1	9211	L
202261	DC	WSHNGTNZN1	9211	L
202262	DC	WSHNGTNZN1	4036	W
202263	DC	WSHNGTNZN1	9211	L
202264	DC	WSHNGTNZN1	9211	L
202265	DC	WSHNGTNZN1	9211	L
202266	DC	WSHNGTNZN1	829J	L
202267	DC	WSHNGTNZN1	9211	L
202268	DC	WSHNGTNZN1	7229	L
202269	DC	WSHNGTNZN1	9211	L
202270	DC	WSHNGTNZN1	6855	W
202271	DC	WSHNGTNZN1	6855	W
202272	DC	WSHNGTNZN1	9211	L
202273	DC	WSHNGTNZN1	9211	L
202274	DC	WSHNGTNZN1	9211	L
202275	DC	WSHNGTNZN1	9211	L
202276	DC	WSHNGTNZN1	6855	W
202277	DC	WSHNGTNZN1	5562	W
202278	DC	WSHNGTNZN1	9211	L
202279	DC	WSHNGTNZN1	9211	L
202280	DC	WSHNGTNZN1	6402	W
202281	DC	WSHNGTNZN1	9211	L
202282	DC	WSHNGTNZN1	9211	L
202283	DC	WSHNGTNZN1	9211	L
202284	DC	WSHNGTNZN1	9211	L
202285	DC	WSHNGTNZN1	4036	W
202286	DC	WSHNGTNZN1	4036	W
202287	DC	WSHNGTNZN1	9211	L
202288	DC	WSHNGTNZN1	4036	W
202289	DC	WSHNGTNZN1	9211	L
202290	DC	WSHNGTNZN1	6855	W
202291	DC	WSHNGTNZN1	9211	L
202292	DC	WSHNGTNZN1	7229	L
202293	DC	WSHNGTNZN1	9211	L
202294	DC	WSHNGTNZN1	6855	W
202295	DC	WSHNGTNZN1	9211	L
202296	DC	WSHNGTNZN1	9211	L
202297	DC	WSHNGTNZN1	4036	W
202298	DC	WSHNGTNZN1	9211	L
202299	DC	WSHNGTNZN1	9211	L
202300	DC	WSHNGTNZN1	5562	W
202301	DC	WSHNGTNZN1	850D	V
202302	DC	WSHNGTNZN1	6402	W
202303	DC	WSHNGTNZN1	9211	L
202304	DC	WSHNGTNZN1	4036	W
202305	DC	WSHNGTNZN1	9211	L
202306	DC	WSHNGTNZN1	6402	W
202307	DC	WSHNGTNZN1	9211	L
202308	DC	WSHNGTNZN1	6402	W
202309	DC	WSHNGTNZN1	6402	W
202310	DC	WSHNGTNZN1	9211	L
202311	DC	XXXXXXXXXX	MULT	L
202312	DC	WSHNGTNZN1	9211	L
202313	DC	WSHNGTNZN1	9211	L
202314	DC	WSHNGTNZN1	9211	L
202315	DC	WSHNGTNZN1	7229	L
202316	DC	WSHNGTNZN1	4036	W
202317	DC	WSHNGTNZN1	6402	W
202318	DC	WSHNGTNZN1	275F	V
202319	DC	WSHNGTNZN1	9211	L
202320	DC	WSHNGTNZN1	4036	W
202321	DC	WSHNGTNZN1	6855	W
202322	DC	WSHNGTNZN1	4036	W
202323	DC	WSHNGTNZN1	9211	L
202324	DC	WSHNGTNZN1	9211	L
202325	DC	WSHNGTNZN1	9211	L
202326	DC	WSHNGTNZN1	9211	L
202327	DC	WSHNGTNZN1	9211	L
202328	DC	WSHNGTNZN1	9211	L
202329	DC	WSHNGTNZN1	6402	W
202330	DC	WSHNGTNZN1	7229	L
202331	DC	WSHNGTNZN1	9211	L
202332	DC	WSHNGTNZN1	9211	L
202333	DC	WSHNGTNZN1	9211	L
202334	DC	WSHNGTNZN1	9211	L
202335	DC	WSHNGTNZN1	850D	V
202336	DC	WSHNGTNZN1	9211	L
202337	DC	WSHNGTNZN1	9211	L
202338	DC	WSHNGTNZN1	9211	L
202339	DC	WSHNGTNZN1	9211	L
202340	DC	WSHNGTNZN1	4036	W
202341	DC	WSHNGTNZN1	4036	W
202342	DC	WSHNGTNZN1	9211	L
202343	DC	WSHNGTNZN1	9211	L
202344	DC	WSHNGTNZN1	4036	W
202345	DC	WSHNGTNZN1	5562	W
202346	DC	WSHNGTNZN1	9211	L
202347	DC	WSHNGTNZN1	9211	L
202348	DC	WSHNGTNZN1	9211	L
202349	DC	WSHNGTNZN1	829J	L
202350	DC	WSHNGTNZN1	7529	V
202351	DC	WSHNGTNZN1	7229	L
202352	DC	WSHNGTNZN1	6855	W
202353	DC	WSHNGTNZN1	9211	L
202354	DC	WSHNGTNZN1	9211	L
202355	DC	WSHNGTNZN1	7229	L
202356	DC	WSHNGTNZN1	9211	L
202357	DC	WSHNGTNZN1	9211	L
202358	DC	WSHNGTNZN1	9211	L
202359	DC	WSHNGTNZN1	6855	W
202360	DC	WSHNGTNZN1	6117	V
202361	DC	WSHNGTNZN1	6855	W
202362	DC	WSHNGTNZN1	9211	L
202363	DC	WSHNGTNZN1	9211	L
202364	DC	WSHNGTNZN1	9211	L
202365	DC	WSHNGTNZN1	6402	W
202366	DC	WSHNGTNZN1	9211	L
202367	DC	WSHNGTNZN1	5562	W
202368	DC	WSHNGTNZN1	4036	W
202369	DC	WSHNGTNZN1	6855	W
202370	DC	WSHNGTNZN1	2801	V
202371	DC	WSHNGTNZN1	9211	L
202372	DC	WSHNGTNZN1	2801	V
202373	DC	WSHNGTNZN1	9211	L
202374	DC	WSHNGTNZN1	4036	W
202375	DC	WSHNGTNZN1	2801	V
202376	DC	WSHNGTNZN1	9211	L
202377	DC	WSHNGTNZN1	9211	L
202378	DC	WSHNGTNZN1	7529	V
202379	DC	WSHNGTNZN1	7229	L
202380	DC	WSHNGTNZN1	7229	L
202381	DC	WSHNGTNZN1	074F	V
202382	DC	WSHNGTNZN1	9211	L
202383	DC	WSHNGTNZN1	9211	L
202384	DC	WSHNGTNZN1	6402	W
202385	DC	WSHNGTNZN1	9211	L
202386	DC	WSHNGTNZN1	829J	L
202387	DC	WSHNGTNZN1	9211	L
202388	DC	WSHNGTNZN1	9211	L
202389	DC	WSHNGTNZN1	9211	L
202390	DC	WSHNGTNZN1	6855	W
202391	DC	WSHNGTNZN1	6855	W
202392	DC	WSHNGTNZN1	9211	L
202393	DC	WSHNGTNZN1	9211	L
202394	DC	WSHNGTNZN1	4036	W
202395	DC	WSHNGTNZN1	9211	L
202396	DC	WSHNGTNZN1	9211	L
202397	DC	WSHNGTNZN1	9211	L
202398	DC	WSHNGTNZN1	9211	L
202399	DC	WSHNGTNZN1	9211	L
202400	DC	WSHNGTNZN1	6402	W
202401	DC	WSHNGTNZN1	9211	L
202402	DC	WSHNGTNZN1	9211	L
202403	DC	WSHNGTNZN1	7229	L
202404	DC	WSHNGTNZN1	9211	L
202405	DC	WSHNGTNZN1	6630	L
202406	DC	WSHNGTNZN1	9211	L
202407	DC	WSHNGTNZN1	6402	W
202408	DC	WSHNGTNZN1	9211	L
202409	DC	WSHNGTNZN1	6855	W
202410	DC	WSHNGTNZN1	850D	V
202411	DC	XXXXXXXXXX	MULT	L
202412	DC	WSHNGTNZN1	4036	W
202413	DC	WSHNGTNZN1	6855	W
202414	DC	WSHNGTNZN1	9211	L
202415	DC	WSHNGTNZN1	6855	W
202416	DC	WSHNGTNZN1	9211	L
202417	DC	WSHNGTNZN1	6855	W
202418	DC	WSHNGTNZN1	9211	L
202419	DC	WSHNGTNZN1	9211	L
202420	DC	WSHNGTNZN1	7529	V
202421	DC	WSHNGTNZN1	5562	W
202422	DC	WSHNGTNZN1	5562	W
202423	DC	WSHNGTNZN1	5562	W
202424	DC	WSHNGTNZN1	9211	L
202425	DC	WSHNGTNZN1	5562	W
202426	DC	WSHNGTNZN1	9211	L
202427	DC	WSHNGTNZN1	5562	W
202428	DC	WSHNGTNZN1	7229	L
202429	DC	WSHNGTNZN1	9211	L
202430	DC	WSHNGTNZN1	6402	W
202431	DC	WSHNGTNZN1	4036	W
202432	DC	WSHNGTNZN1	9211	L
202433	DC	WSHNGTNZN1	9211	L
202434	DC	WSHNGTNZN1	9211	L
202435	DC	WSHNGTNZN1	9211	L
202436	DC	WSHNGTNZN1	9211	L
202437	DC	WSHNGTNZN1	6855	W
202438	DC	WSHNGTNZN1	6855	W
202439	DC	WSHNGTNZN1	6855	W
202440	DC	WSHNGTNZN1	6402	W
202441	DC	WSHNGTNZN1	6402	W
202442	DC	WSHNGTNZN1	9211	L
202443	DC	WSHNGTNZN1	829J	L
202444	DC	WSHNGTNZN1	829J	L
202445	DC	WSHNGTNZN1	4036	W
202446	DC	WSHNGTNZN1	7229	L
202447	DC	WSHNGTNZN1	9211	L
202448	DC	WSHNGTNZN1	829J	L
202449	DC	WSHNGTNZN1	6117	V
202450	DC	WSHNGTNZN1	6402	W
202451	DC	WSHNGTNZN1	7229	L
202452	DC	WSHNGTNZN1	9211	L
202453	DC	WSHNGTNZN1	9211	L
202454	DC	WSHNGTNZN1	829J	L
202455	DC	WSHNGTNZN1	074F	V
202456	DC	WSHNGTNZN1	9211	L
202457	DC	WSHNGTNZN1	9211	L
202458	DC	WSHNGTNZN1	9211	L
202459	DC	WSHNGTNZN1	7229	L
202460	DC	WSHNGTNZN1	6855	W
202461	DC	WSHNGTNZN1	829J	L
202462	DC	WSHNGTNZN1	9211	L
202463	DC	WSHNGTNZN1	9211	L
202464	DC	WSHNGTNZN1	7229	L
202465	DC	WSHNGTNZN1	5562	W
202466	DC	WSHNGTNZN1	9211	L
202467	DC	WSHNGTNZN1	9211	L
202468	DC	WSHNGTNZN1	6855	W
202469	DC	WSHNGTNZN1	7229	L
202470	DC	WSHNGTNZN1	9211	L
202471	DC	WSHNGTNZN1	9211	L
202472	DC	WSHNGTNZN1	9211	L
202473	DC	WSHNGTNZN1	9211	L
202474	DC	WSHNGTNZN1	850D	V
202475	DC	WSHNGTNZN1	9211	L
202476	DC	WSHNGTNZN1	9211	L
202477	DC	WSHNGTNZN1	9211	L
202478	DC	WSHNGTNZN1	7229	L
202479	DC	WSHNGTNZN1	9211	L
202480	DC	WSHNGTNZN1	6402	W
202481	DC	WSHNGTNZN1	7229	L
202482	DC	WSHNGTNZN1	9211	L
202483	DC	WSHNGTNZN1	9211	L
202484	DC	WSHNGTNZN1	9211	L
202485	DC	WSHNGTNZN1	9211	L
202486	DC	WSHNGTNZN1	5562	W
202487	DC	WSHNGTNZN1	5562	W
202488	DC	WSHNGTNZN1	9211	L
202489	DC	WSHNGTNZN1	5562	W
202490	DC	WSHNGTNZN1	850D	V
202491	DC	WSHNGTNZN1	5562	W
202492	DC	WSHNGTNZN1	6855	W
202493	DC	WSHNGTNZN1	9211	L
202494	DC	WSHNGTNZN1	6402	W
202495	DC	WSHNGTNZN1	6117	V
202496	DC	WSHNGTNZN1	9211	L
202497	DC	WSHNGTNZN1	6855	W
202498	DC	WSHNGTNZN1	6855	W
202499	DC	WSHNGTNZN1	6855	W
202500	DC	WSHNGTNZN1	6855	W
202501	DC	WSHNGTNZN1	9211	L
202502	DC	WSHNGTNZN1	9211	L
202503	DC	WSHNGTNZN1	850D	V
202504	DC	WSHNGTNZN1	9211	L
202505	DC	WSHNGTNZN1	6402	W
202506	DC	WSHNGTNZN1	4036	W
202507	DC	WSHNGTNZN1	6402	W
202508	DC	WSHNGTNZN1	9211	L
202509	DC	WSHNGTNZN1	6117	V
202510	DC	WSHNGTNZN1	6402	W
202511	DC	XXXXXXXXXX	MULT	L
202512	DC	WSHNGTNZN1	9211	L
202513	DC	WSHNGTNZN1	9211	L
202514	DC	WSHNGTNZN1	9211	L
202515	DC	WSHNGTNZN1	9211	L
202516	DC	WSHNGTNZN1	9211	L
202517	DC	WSHNGTNZN1	6117	V
202518	DC	WSHNGTNZN1	9211	L
202519	DC	WSHNGTNZN1	6117	V
202520	DC	WSHNGTNZN1	5562	W
202521	DC	WSHNGTNZN1	6117	V
202522	DC	WSHNGTNZN1	9211	L
202523	DC	WSHNGTNZN1	9211	L
202524	DC	WSHNGTNZN1	829J	L
202525	DC	WSHNGTNZN1	6402	W
202526	DC	WSHNGTNZN1	9211	L
202527	DC	WSHNGTNZN1	6402	W
202528	DC	WSHNGTNZN1	5562	W
202529	DC	WSHNGTNZN1	9211	L
202530	DC	WSHNGTNZN1	9211	L
202531	DC	WSHNGTNZN1	4036	W
202532	DC	WSHNGTNZN1	9211	L
202533	DC	WSHNGTNZN1	9211	L
202534	DC	WSHNGTNZN1	5562	W
202535	DC	WSHNGTNZN1	9211	L
202536	DC	WSHNGTNZN1	829J	L
202537	DC	WSHNGTNZN1	9211	L
202538	DC	WSHNGTNZN1	9211	L
202539	DC	WSHNGTNZN1	074F	V
202540	DC	WSHNGTNZN1	074F	V
202541	DC	WSHNGTNZN1	9211	L
202542	DC	WSHNGTNZN1	9748	L
202543	DC	WSHNGTNZN1	9211	L
202544	DC	WSHNGTNZN1	9211	L
202545	DC	WSHNGTNZN1	9211	L
202546	DC	WSHNGTNZN1	9211	L
202547	DC	WSHNGTNZN1	9211	L
202548	DC	WSHNGTNZN1	9211	L
202549	DC	WSHNGTNZN1	4036	W
202550	DC	WSHNGTNZN1	4036	W
202551	DC	WSHNGTNZN1	7529	V
202552	DC	WSHNGTNZN1	829J	L
202553	DC	WSHNGTNZN1	5562	W
202554	DC	WSHNGTNZN1	9211	L
202555	DC	DIR ASST	MULT	L
202556	DC	WSHNGTNZN1	5562	W
202557	DC	WSHNGTNZN1	9211	L
202558	DC	WSHNGTNZN1	6117	V
202559	DC	WSHNGTNZN1	6117	V
202560	DC	WSHNGTNZN1	6855	W
202561	DC	WSHNGTNZN1	9211	L
202562	DC	WSHNGTNZN1	9211	L
202563	DC	WSHNGTNZN1	9211	L
202564	DC	WSHNGTNZN1	9211	L
202565	DC	WSHNGTNZN1	9211	L
202566	DC	WSHNGTNZN1	9211	L
202567	DC	WSHNGTNZN1	829J	L
202568	DC	WSHNGTNZN1	6402	W
202569	DC	WSHNGTNZN1	6855	W
202570	DC	WSHNGTNZN1	6402	W
202571	DC	WSHNGTNZN1	5562	W
202572	DC	WSHNGTNZN1	7529	V
202573	DC	WSHNGTNZN1	6402	W
202574	DC	WSHNGTNZN1	9211	L
202575	DC	WSHNGTNZN1	9211	L
202576	DC	WSHNGTNZN1	9211	L
202577	DC	WSHNGTNZN1	9211	L
202578	DC	WSHNGTNZN1	6402	W
202579	DC	WSHNGTNZN1	6402	W
202580	DC	WSHNGTNZN1	6402	W
202581	DC	WSHNGTNZN1	9211	L
202582	DC	WSHNGTNZN1	9211	L
202583	DC	WSHNGTNZN1	9211	L
202584	DC	WSHNGTNZN1	9211	L
202585	DC	WSHNGTNZN1	9211	L
202586	DC	WSHNGTNZN1	9211	L
202587	DC	WSHNGTNZN1	829J	L
202588	DC	WSHNGTNZN1	9211	L
202589	DC	WSHNGTNZN1	9211	L
202590	DC	WSHNGTNZN1	6402	W
202591	DC	WSHNGTNZN1	6402	W
202592	DC	WSHNGTNZN1	6630	L
202593	DC	WSHNGTNZN1	9211	L
202594	DC	WSHNGTNZN1	7229	L
202595	DC	WSHNGTNZN1	6117	V
202596	DC	WSHNGTNZN1	6402	W
202597	DC	WSHNGTNZN1	6402	W
202598	DC	WSHNGTNZN1	9211	L
202599	DC	WSHNGTNZN1	074F	V
202600	DC	WSHNGTNZN1	850D	V
202601	DC	WSHNGTNZN1	2801	V
202602	DC	WSHNGTNZN1	6855	W
202603	DC	WSHNGTNZN1	6402	W
202604	DC	WSHNGTNZN1	6402	W
202605	DC	WSHNGTNZN1	6630	L
202606	DC	WSHNGTNZN1	9211	L
202607	DC	WSHNGTNZN1	6855	W
202608	DC	WSHNGTNZN1	9211	L
202609	DC	WSHNGTNZN1	850D	V
202610	DC	WSHNGTNZN1	9211	L
202611	DC	XXXXXXXXXX	MULT	L
202612	DC	WSHNGTNZN1	9211	L
202613	DC	WSHNGTNZN1	9211	L
202614	DC	WSHNGTNZN1	6117	V
202615	DC	WSHNGTNZN1	4036	W
202616	DC	WSHNGTNZN1	9211	L
202617	DC	WSHNGTNZN1	6402	W
202618	DC	WSHNGTNZN1	074F	V
202619	DC	WSHNGTNZN1	9211	L
202620	DC	WSHNGTNZN1	6810	L
202621	DC	WSHNGTNZN1	829J	L
202622	DC	WSHNGTNZN1	9211	L
202623	DC	WSHNGTNZN1	9211	L
202624	DC	WSHNGTNZN1	9211	L
202625	DC	WSHNGTNZN1	9211	L
202626	DC	WSHNGTNZN1	9211	L
202627	DC	WSHNGTNZN1	9211	L
202628	DC	WSHNGTNZN1	9211	L
202629	DC	WSHNGTNZN1	6117	V
202630	DC	WSHNGTNZN1	074F	V
202631	DC	WSHNGTNZN1	6402	W
202632	DC	WSHNGTNZN1	9211	L
202633	DC	WSHNGTNZN1	9211	L
202634	DC	WSHNGTNZN1	9211	L
202635	DC	WSHNGTNZN1	9211	L
202636	DC	WSHNGTNZN1	9211	L
202637	DC	WSHNGTNZN1	9211	L
202638	DC	WSHNGTNZN1	9211	L
202639	DC	WSHNGTNZN1	9211	L
202640	DC	WSHNGTNZN1	6855	W
202641	DC	WSHNGTNZN1	6402	W
202642	DC	WSHNGTNZN1	6402	W
202643	DC	WSHNGTNZN1	074F	V
202644	DC	WSHNGTNZN1	7529	V
202645	DC	WSHNGTNZN1	9211	L
202646	DC	WSHNGTNZN1	9211	L
202647	DC	WSHNGTNZN1	9211	L
202648	DC	WSHNGTNZN1	9211	L
202649	DC	WSHNGTNZN1	7529	V
202650	DC	WSHNGTNZN1	6402	W
202651	DC	WSHNGTNZN1	9211	L
202652	DC	WSHNGTNZN1	6855	W
202653	DC	WSHNGTNZN1	9211	L
202654	DC	WSHNGTNZN1	9211	L
202655	DC	WSHNGTNZN1	6117	V
202656	DC	WSHNGTNZN1	074F	V
202657	DC	WSHNGTNZN1	6402	W
202658	DC	WSHNGTNZN1	5562	W
202659	DC	WSHNGTNZN1	9211	L
202660	DC	WSHNGTNZN1	6402	W
202661	DC	WSHNGTNZN1	9211	L
202662	DC	WSHNGTNZN1	9211	L
202663	DC	WSHNGTNZN1	9211	L
202664	DC	WSHNGTNZN1	6117	V
202665	DC	WSHNGTNZN1	9211	L
202666	DC	WSHNGTNZN1	538H	L
202667	DC	WSHNGTNZN1	9211	L
202668	DC	WSHNGTNZN1	9748	L
202669	DC	WSHNGTNZN1	6402	W
202670	DC	WSHNGTNZN1	074F	V
202671	DC	WSHNGTNZN1	9211	L
202672	DC	WSHNGTNZN1	9211	L
202673	DC	WSHNGTNZN1	9211	L
202674	DC	WSHNGTNZN1	4036	W
202675	DC	WSHNGTNZN1	9211	L
202676	DC	WSHNGTNZN1	9211	L
202677	DC	WSHNGTNZN1	6855	W
202678	DC	WSHNGTNZN1	9211	L
202679	DC	WSHNGTNZN1	4036	W
202680	DC	WSHNGTNZN1	9211	L
202681	DC	WSHNGTNZN1	074F	V
202682	DC	WSHNGTNZN1	9211	L
202683	DC	WSHNGTNZN1	6117	V
202684	DC	WSHNGTNZN1	6117	V
202685	DC	WSHNGTNZN1	9211	L
202686	DC	WSHNGTNZN1	9211	L
202687	DC	WSHNGTNZN1	9211	L
202688	DC	WSHNGTNZN1	6117	V
202689	DC	WSHNGTNZN1	9211	L
202690	DC	WSHNGTNZN1	9211	L
202691	DC	WSHNGTNZN1	9211	L
202692	DC	WSHNGTNZN1	9211	L
202693	DC	WSHNGTNZN1	9211	L
202694	DC	WSHNGTNZN1	9211	L
202695	DC	WSHNGTNZN1	6402	W
202696	DC	WSHNGTNZN1	6855	W
202697	DC	WSHNGTNZN1	6402	W
202698	DC	WSHNGTNZN1	9211	L
202699	DC	WSHNGTNZN1	6402	W
202700	DC			L
202701	DC	WSHNGTNZN1	9211	L
202702	DC	WSHNGTNZN1	4036	W
202703	DC	WSHNGTNZN1	624H	V
202704	DC	WSHNGTNZN1	4036	W
202705	DC	WSHNGTNZN1	4036	W
202706	DC	WSHNGTNZN1	4036	W
202707	DC	WSHNGTNZN1	9211	L
202708	DC	WSHNGTNZN1	9211	L
202709	DC	WSHNGTNZN1	4036	W
202710	DC	WSHNGTNZN1	4036	W
202711	DC	XXXXXXXXXX	MULT	L
202712	DC	WSHNGTNZN1	9211	L
202713	DC	WSHNGTNZN1	6402	W
202714	DC	WSHNGTNZN1	4036	W
202715	DC	WSHNGTNZN1	7229	L
202716	DC	WSHNGTNZN1	4036	W
202717	DC	WSHNGTNZN1	4036	W
202718	DC	WSHNGTNZN1	4036	W
202719	DC	WSHNGTNZN1	7229	L
202720	DC	WSHNGTNZN1	9211	L
202721	DC	WSHNGTNZN1	9211	L
202722	DC	WSHNGTNZN1	9211	L
202723	DC	WSHNGTNZN1	9211	L
202724	DC	WSHNGTNZN1	9211	L
202725	DC	WSHNGTNZN1	6402	W
202726	DC	WSHNGTNZN1	9211	L
202727	DC	WSHNGTNZN1	9211	L
202728	DC	WSHNGTNZN1	9211	L
202729	DC	WSHNGTNZN1	7229	L
202730	DC	WSHNGTNZN1	7229	L
202731	DC	WSHNGTNZN1	6402	W
202732	DC	WSHNGTNZN1	9211	L
202733	DC	WSHNGTNZN1	4036	W
202734	DC	WSHNGTNZN1	7229	L
202735	DC	WSHNGTNZN1	5562	W
202736	DC	WSHNGTNZN1	9211	L
202737	DC	WSHNGTNZN1	9211	L
202738	DC	WSHNGTNZN1	6402	W
202739	DC	WSHNGTNZN1	9211	L
202740	DC	WSHNGTNZN1	6402	W
